# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ADGRA1	ENSG00000197177	ENST00000392607	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	ENSG00000256925	ENST00000654383		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRA3	ENSG00000152990	ENST00000334304	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRB1	ENSG00000181790	ENST00000517894	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ADGRB3	ENSG00000135298	ENST00000370598	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ADGRD1	ENSG00000111452	ENST00000535015	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADGRD2	ENSG00000180264	ENST00000696331	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRE3	ENSG00000131355	ENST00000718247	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADGRE4P	ENSG00000268758	ENST00000597372	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRF1	ENSG00000153292	ENST00000371253	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRF2P	ENSG00000164393	ENST00000507065	transcribed_unitary_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRF3	ENSG00000173567	ENST00000311519	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADGRF4	ENSG00000153294	ENST00000371220	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRF5	ENSG00000069122	ENST00000265417	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ADGRF5P2	ENSG00000204818	ENST00000423199	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRG5	ENSG00000159618	ENST00000340339	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ADGRG6	ENSG00000112414	ENST00000367609	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370725	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ADGRL3-AS1	ENSG00000248692	ENST00000506704		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ADGRL4	ENSG00000162618	ENST00000370742	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRV1	ENSG00000164199	ENST00000405460	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ADH7	ENSG00000196344	ENST00000476959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADHFE1	ENSG00000147576	ENST00000396623	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADIPOR2	ENSG00000006831	ENST00000357103	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ADISSP	ENSG00000101220	ENST00000217195	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ADK	ENSG00000156110	ENST00000539909	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
ADM-DT	ENSG00000254554	ENST00000847672		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADM2	ENSG00000128165	ENST00000395737	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADNP2	ENSG00000101544	ENST00000262198	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA1	ENSG00000163485	ENST00000309502	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	ENSG00000178803	ENST00000326341		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADORA2B	ENSG00000170425	ENST00000304222	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPGK	ENSG00000159322	ENST00000456471	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADPRHL1	ENSG00000153531	ENST00000612156	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADPRS	ENSG00000116863	ENST00000373178	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADRA1A	ENSG00000120907	ENST00000380586	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADRA1B	ENSG00000170214	ENST00000306675	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADRA1D	ENSG00000171873	ENST00000379453	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADRA2B	ENSG00000274286	ENST00000620793	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADRA2C	ENSG00000184160	ENST00000330055	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADRM1	ENSG00000130706	ENST00000253003	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADSS1	ENSG00000185100	ENST00000332972	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ADTRP	ENSG00000111863	ENST00000229583	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP1	ENSG00000106624	ENST00000223357	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AEBP2	ENSG00000139154	ENST00000398864	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AFAP1	ENSG00000196526	ENST00000382543	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AFAP1-AS1	ENSG00000272620	ENST00000608442		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AFAP1L1	ENSG00000157510	ENST00000296721	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFAP1L2	ENSG00000169129	ENST00000696688	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFDN	ENSG00000130396	ENST00000515794	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AFF1	ENSG00000172493	ENST00000395146	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AFF3	ENSG00000144218	ENST00000409579	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AFF4	ENSG00000072364	ENST00000265343	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AFF4-DT	ENSG00000272023	ENST00000810653		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFG1L	ENSG00000135537	ENST00000368977	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFG2A	ENSG00000145375	ENST00000675612	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
AFG2B	ENSG00000171763	ENST00000305560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFP	ENSG00000081051	ENST00000226359	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFTPH	ENSG00000119844	ENST00000695867	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGAP1	ENSG00000157985	ENST00000409538	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
AGAP2	ENSG00000135439	ENST00000547588	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AGAP2-AS1	ENSG00000255737	ENST00000542466		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGAP3	ENSG00000133612	ENST00000397238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGBL1	ENSG00000273540	ENST00000614907	protein_coding	0	0	0	18	0	0	0	1	17	0	0	0	0	0	0	0	0	0
AGBL2	ENSG00000165923	ENST00000525123	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGBL4	ENSG00000186094	ENST00000371839	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0
AGBL4-IT1	ENSG00000225623	ENST00000457061		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AGGF1P8	ENSG00000261752	ENST00000562979	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGK	ENSG00000006530	ENST00000648068	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGMO	ENSG00000187546	ENST00000342526	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AGO2	ENSG00000123908	ENST00000220592	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGO3	ENSG00000126070	ENST00000373191	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGPAT2	ENSG00000169692	ENST00000371696	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGPAT3	ENSG00000160216	ENST00000291572	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGPAT4	ENSG00000026652	ENST00000320285	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
AGPAT5	ENSG00000155189	ENST00000285518	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
AGPS	ENSG00000018510	ENST00000642466	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGTPBP1	ENSG00000135049	ENST00000337006	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGTR1	ENSG00000144891	ENST00000349243	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AHCTF1	ENSG00000153207	ENST00000366508	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0
AHCTF1P1	ENSG00000226121	ENST00000420969	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AHCY	ENSG00000101444	ENST00000217426	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AHCYL1	ENSG00000168710	ENST00000369799	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AHCYL2	ENSG00000158467	ENST00000325006	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AHCYP2	ENSG00000238181	ENST00000430630	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AHDC1	ENSG00000126705	ENST00000247087	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AHI1	ENSG00000135541	ENST00000265602	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AHI1-DT	ENSG00000231028	ENST00000655302		0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
AHNAK2	ENSG00000185567	ENST00000333244	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0
AHR	ENSG00000106546	ENST00000242057	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AHRR	ENSG00000063438	ENST00000316418	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIDAP2	ENSG00000251429	ENST00000514881	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIF1	ENSG00000204472	ENST00000337917	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIF1L	ENSG00000126878	ENST00000372309	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AIG1	ENSG00000146416	ENST00000275235	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AIP	ENSG00000110711	ENST00000279146	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIPL1	ENSG00000129221	ENST00000381129	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	ENSG00000196581	ENST00000378190	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AK3P7	ENSG00000270941	ENST00000603259	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AK4	ENSG00000162433	ENST00000327299	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AK4P2	ENSG00000249410	ENST00000504372	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AK4P3	ENSG00000233381	ENST00000418260	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AK5	ENSG00000154027	ENST00000354567	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AK6	ENSG00000085231	ENST00000380822	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AK6P1	ENSG00000256614	ENST00000540219	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AK8	ENSG00000165695	ENST00000298545	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AK9	ENSG00000155085	ENST00000424296	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AKAIN1	ENSG00000231824	ENST00000580650	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP1	ENSG00000121057	ENST00000337714	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP10	ENSG00000108599	ENST00000225737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP12	ENSG00000131016	ENST00000253332	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
AKAP13	ENSG00000170776	ENST00000361243	protein_coding	0	0	0	11	0	0	0	1	10	0	0	0	0	0	0	0	0	0
AKAP13-AS1	ENSG00000259367	ENST00000558980		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AKAP3	ENSG00000111254	ENST00000228850	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP6	ENSG00000151320	ENST00000280979	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AKAP8L	ENSG00000011243	ENST00000397410	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKIRIN1P1	ENSG00000257786	ENST00000547384	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKNA	ENSG00000106948	ENST00000307564	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR1B1P4	ENSG00000237876	ENST00000426552	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AKR1B1P5	ENSG00000258685	ENST00000556311	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR1B1P7	ENSG00000266899	ENST00000587229	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1C1	ENSG00000187134	ENST00000380872	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AKR1C2	ENSG00000151632	ENST00000380753	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1C4	ENSG00000198610	ENST00000263126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR1C5P	ENSG00000225418	ENST00000427165	unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKR1C7P	ENSG00000215267	ENST00000305623	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKR1C8	ENSG00000264006	ENST00000648824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR1D1	ENSG00000122787	ENST00000242375	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AKR1E2	ENSG00000165568	ENST00000298375	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AKR7A2	ENSG00000053371	ENST00000235835	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000714130	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AKT2	ENSG00000105221	ENST00000392038	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKT3	ENSG00000117020	ENST00000263826	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALAD	ENSG00000148218	ENST00000409155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALB	ENSG00000163631	ENST00000295897	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ALCAM	ENSG00000170017	ENST00000306107	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALDH16A1	ENSG00000161618	ENST00000293350	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALDH18A1	ENSG00000059573	ENST00000371224	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1A2	ENSG00000128918	ENST00000249750	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1A3	ENSG00000184254	ENST00000329841	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1A3-AS1	ENSG00000259583	ENST00000656756		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDH1L1	ENSG00000144908	ENST00000273450	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
ALDH1L1-AS1	ENSG00000250218	ENST00000507924		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	ENSG00000246022	ENST00000654154		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH1L2	ENSG00000136010	ENST00000652515	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ALDH3A2	ENSG00000072210	ENST00000671878	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH3B1	ENSG00000006534	ENST00000342456	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH4A1	ENSG00000159423	ENST00000290597	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH5A1	ENSG00000112294	ENST00000348925	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDH7A1	ENSG00000164904	ENST00000636879	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ALDH7A1P2	ENSG00000232292	ENST00000456501	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALDH9A1	ENSG00000143149	ENST00000354775	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALDOA	ENSG00000149925	ENST00000642816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALG14	ENSG00000172339	ENST00000370205	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ALG1L13P	ENSG00000253981	ENST00000519320	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALG1L15P	ENSG00000242017	ENST00000482834	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ALG1L1P	ENSG00000189366	ENST00000611639	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALG9	ENSG00000086848	ENST00000616540	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0
ALG9-IT1	ENSG00000254450	ENST00000531305		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALK	ENSG00000171094	ENST00000389048	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	1
ALKAL1	ENSG00000196711	ENST00000358543	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALKAL2	ENSG00000189292	ENST00000403610	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALKBH5	ENSG00000091542	ENST00000399138	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALKBH6	ENSG00000239382	ENST00000252984	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALKBH8	ENSG00000137760	ENST00000389568	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALMS1	ENSG00000116127	ENST00000613296	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ALMS1P1	ENSG00000290727	ENST00000652439		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALOX12P2	ENSG00000291084	ENST00000574727		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALOX5	ENSG00000012779	ENST00000374391	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ALOXE3	ENSG00000179148	ENST00000318227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALPG	ENSG00000163286	ENST00000295453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALPK1	ENSG00000073331	ENST00000177648	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ALPK2	ENSG00000198796	ENST00000361673	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALPK3	ENSG00000136383	ENST00000258888	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALS2	ENSG00000003393	ENST00000680497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALS2CL	ENSG00000178038	ENST00000318962	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALX1	ENSG00000180318	ENST00000316824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALX4	ENSG00000052850	ENST00000652299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMBN	ENSG00000178522	ENST00000322937	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMBP	ENSG00000106927	ENST00000265132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMBRA1	ENSG00000110497	ENST00000458649	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AMD1P3	ENSG00000249286	ENST00000508874	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMDHD2	ENSG00000162066	ENST00000413459	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AMFR	ENSG00000159461	ENST00000290649	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AMIGO2	ENSG00000139211	ENST00000266581	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMN1	ENSG00000151743	ENST00000281471	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMOTL1	ENSG00000166025	ENST00000433060	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AMPD3	ENSG00000133805	ENST00000396554	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AMPH	ENSG00000078053	ENST00000356264	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0
AMT	ENSG00000145020	ENST00000273588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMY2B	ENSG00000240038	ENST00000361355	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANAPC10	ENSG00000164162	ENST00000309439	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC1P2	ENSG00000231259	ENST00000452554	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC1P2	ENSG00000285793	ENST00000648819		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC2	ENSG00000176248	ENST00000323927	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAPC4	ENSG00000053900	ENST00000510092	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAPC7	ENSG00000196510	ENST00000455511	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000517746	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ANGPT2	ENSG00000091879	ENST00000325203	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
ANGPTL2	ENSG00000136859	ENST00000373425	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANGPTL8	ENSG00000130173	ENST00000252453	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANHX	ENSG00000227059	ENST00000545940	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANK1	ENSG00000029534	ENST00000705521	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ANK2	ENSG00000145362	ENST00000506344	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ANK3	ENSG00000151150	ENST00000280772	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ANKAR	ENSG00000151687	ENST00000313581	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKDD1A	ENSG00000166839	ENST00000319580	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
